Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,2019-04-15,Banglore,Delhi,2025-04-26 00:30:00,2025-04-26 03:25:00,175,0.0,No info,4284
Jet Airways,2019-05-06,Kolkata,Banglore,2025-04-26 17:00:00,2025-05-07 10:55:00,1075,1.0,No info,13067
Jet Airways,2019-05-18,Kolkata,Banglore,2025-04-26 16:30:00,2025-05-19 18:15:00,1545,1.0,In-flight meal not included,10844
Vistara,2019-04-09,Banglore,Delhi,2025-04-26 11:30:00,2025-04-26 14:20:00,170,0.0,No info,5403
Air India,2019-05-18,Kolkata,Banglore,2025-04-26 09:25:00,2025-04-26 18:30:00,545,1.0,No info,8576
Jet Airways,2019-03-06,Delhi,Cochin,2025-04-26 17:30:00,2025-03-07 19:45:00,1575,1.0,No info,17024
SpiceJet,2019-03-15,Chennai,Kolkata,2025-04-26 09:30:00,2025-04-26 12:05:00,155,0.0,No info,6300
IndiGo,2019-06-09,Delhi,Cochin,2025-04-26 07:35:00,2025-04-26 12:10:00,275,1.0,No info,5054
Jet Airways,2019-06-12,Delhi,Cochin,2025-04-26 11:40:00,2025-04-26 19:00:00,440,2.0,No info,18804
Air India,2019-03-12,Banglore,New Delhi,2025-04-26 06:45:00,2025-03-13 09:25:00,1600,2.0,No info,12515
Jet Airways,2019-06-21,Banglore,Delhi,2025-04-26 15:15:00,2025-04-26 18:10:00,175,0.0,No info,8016
IndiGo,2019-06-24,Delhi,Cochin,2025-04-26 10:35:00,2025-04-26 21:00:00,625,1.0,No info,5894
IndiGo,2019-05-06,Banglore,Delhi,2025-04-26 22:10:00,2025-05-07 01:00:00,170,0.0,No info,3419
IndiGo,2019-04-03,Delhi,Cochin,2025-04-26 14:20:00,2025-04-26 17:35:00,195,0.0,No info,4729
Air India,2019-05-09,Kolkata,Banglore,2025-04-26 09:25:00,2025-05-10 07:55:00,1350,1.0,No info,8366
Jet Airways,2019-03-09,Delhi,Cochin,2025-04-26 16:00:00,2025-03-10 04:25:00,745,1.0,No info,16289
Jet Airways,2019-03-27,Delhi,Cochin,2025-04-26 18:15:00,2025-03-28 04:25:00,610,1.0,In-flight meal not included,6540
Jet Airways,2019-03-27,Delhi,Cochin,2025-04-26 07:05:00,2025-04-26 18:50:00,705,1.0,No info,12032
IndiGo,2019-03-18,Mumbai,Hyderabad,2025-04-26 06:20:00,2025-04-26 07:45:00,85,0.0,No info,3342
Jet Airways,2019-03-06,Banglore,New Delhi,2025-04-26 21:25:00,2025-03-07 07:40:00,615,1.0,No info,16736
Jet Airways,2019-06-27,Banglore,Delhi,2025-04-26 11:10:00,2025-04-26 14:05:00,175,0.0,No info,8016
Jet Airways,2019-05-21,Kolkata,Banglore,2025-04-26 14:05:00,2025-04-26 20:45:00,400,1.0,In-flight meal not included,10844
Jet Airways,2019-06-12,Kolkata,Banglore,2025-04-26 20:00:00,2025-06-13 04:40:00,520,1.0,No info,12576
Air India,2019-03-01,Banglore,New Delhi,2025-04-26 05:50:00,2025-03-02 11:20:00,1770,4.0,Change airports,17686
Jet Airways,2019-04-01,Kolkata,Banglore,2025-04-26 21:10:00,2025-04-02 08:15:00,665,1.0,No info,13364
Jet Airways,2019-03-06,Mumbai,Hyderabad,2025-04-26 17:00:00,2025-03-07 16:50:00,1430,1.0,No info,19595
Jet Airways,2019-05-18,Kolkata,Banglore,2025-04-26 08:25:00,2025-04-26 19:50:00,685,1.0,In-flight meal not included,10844
IndiGo,2019-06-24,Delhi,Cochin,2025-04-26 16:00:00,2025-06-25 01:30:00,570,1.0,No info,6316
IndiGo,2019-05-06,Kolkata,Banglore,2025-04-26 15:15:00,2025-04-26 17:45:00,150,0.0,No info,4804
Jet Airways,2019-06-03,Delhi,Cochin,2025-04-26 10:00:00,2025-06-04 04:25:00,1105,1.0,In-flight meal not included,11627
Air India,2019-04-01,Kolkata,Banglore,2025-04-26 14:35:00,2025-04-02 15:20:00,1485,1.0,No info,5006
GoAir,2019-05-18,Banglore,Delhi,2025-04-26 20:55:00,2025-04-26 23:40:00,165,0.0,No info,4632
Multiple carriers,2019-04-09,Delhi,Cochin,2025-04-26 10:35:00,2025-04-26 19:15:00,520,1.0,No info,6106
IndiGo,2019-04-03,Kolkata,Banglore,2025-04-26 17:15:00,2025-04-26 19:50:00,155,0.0,No info,4174
Jet Airways,2019-03-21,Banglore,New Delhi,2025-04-26 09:45:00,2025-04-26 15:55:00,370,1.0,In-flight meal not included,7280
SpiceJet,2019-03-06,Kolkata,Banglore,2025-04-26 22:20:00,2025-03-07 00:40:00,140,0.0,No info,3849
Air Asia,2019-05-09,Delhi,Cochin,2025-04-26 16:45:00,2025-04-26 22:25:00,340,1.0,No info,6752
Jet Airways,2019-03-09,Banglore,New Delhi,2025-04-26 09:45:00,2025-03-13 00:30:00,885,1.0,In-flight meal not included,10562
Air Asia,2019-06-24,Banglore,Delhi,2025-04-26 11:10:00,2025-04-26 13:55:00,165,0.0,No info,3383
IndiGo,2019-05-27,Banglore,Delhi,2025-04-26 06:05:00,2025-04-26 08:50:00,165,0.0,No info,4423
Vistara,2019-05-09,Kolkata,Banglore,2025-04-26 07:10:00,2025-04-26 20:20:00,790,1.0,No info,8610
IndiGo,2019-03-09,Banglore,New Delhi,2025-04-26 16:55:00,2025-04-26 21:50:00,295,1.0,No info,4259
Jet Airways,2019-06-06,Kolkata,Banglore,2025-04-26 18:55:00,2025-06-07 04:40:00,585,1.0,In-flight meal not included,7757
Air India,2019-05-06,Kolkata,Banglore,2025-04-26 12:00:00,2025-04-26 21:50:00,590,2.0,No info,10151
Jet Airways,2019-05-21,Kolkata,Banglore,2025-04-26 06:30:00,2025-05-22 08:15:00,1545,1.0,In-flight meal not included,8586
Multiple carriers,2019-05-15,Delhi,Cochin,2025-04-26 11:30:00,2025-04-26 21:00:00,570,1.0,No info,13727
Jet Airways,2019-06-27,Delhi,Cochin,2025-04-26 05:30:00,2025-04-26 12:35:00,425,2.0,In-flight meal not included,13344
SpiceJet,2019-03-18,Chennai,Kolkata,2025-04-26 09:30:00,2025-04-26 12:05:00,155,0.0,No check-in baggage included,3807
Air India,2019-05-27,Delhi,Cochin,2025-04-26 10:55:00,2025-04-26 19:15:00,500,2.0,No info,13223
Air India,2019-06-27,Delhi,Cochin,2025-04-26 18:05:00,2025-04-26 21:10:00,185,0.0,No info,5201
Jet Airways,2019-05-12,Banglore,Delhi,2025-04-26 08:20:00,2025-04-26 11:20:00,180,0.0,No info,7229
Multiple carriers,2019-06-01,Delhi,Cochin,2025-04-26 07:05:00,2025-04-26 16:10:00,545,1.0,No info,9646
IndiGo,2019-04-06,Delhi,Cochin,2025-04-26 20:25:00,2025-04-07 01:30:00,305,1.0,No info,5073
Vistara,2019-03-06,Mumbai,Hyderabad,2025-04-26 20:55:00,2025-03-07 22:55:00,1560,1.0,No info,12395
IndiGo,2019-05-21,Chennai,Kolkata,2025-04-26 13:15:00,2025-04-26 15:35:00,140,0.0,No info,3597
SpiceJet,2019-03-21,Kolkata,Banglore,2025-04-26 17:15:00,2025-04-26 19:45:00,150,0.0,No info,3847
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,2025-04-26 08:55:00,2025-04-26 15:30:00,395,1.0,No info,11269
Air Asia,2019-05-18,Delhi,Cochin,2025-04-26 07:55:00,2025-04-26 13:25:00,330,1.0,No info,8759
Jet Airways,2019-06-24,Delhi,Cochin,2025-04-26 23:05:00,2025-06-25 12:35:00,810,2.0,No info,12819
Jet Airways,2019-05-09,Delhi,Cochin,2025-04-26 18:15:00,2025-05-10 12:35:00,1100,1.0,In-flight meal not included,12373
Multiple carriers,2019-03-27,Delhi,Cochin,2025-04-26 16:00:00,2025-03-28 01:35:00,575,1.0,No info,12327
IndiGo,2019-03-09,Kolkata,Banglore,2025-04-26 20:25:00,2025-04-26 23:05:00,160,0.0,No info,4148
Jet Airways,2019-05-27,Delhi,Cochin,2025-04-26 09:35:00,2025-05-28 12:35:00,1620,2.0,No info,14657
SpiceJet,2019-03-18,Chennai,Kolkata,2025-04-26 17:45:00,2025-04-26 20:05:00,140,0.0,No info,3384
IndiGo,2019-05-06,Banglore,Delhi,2025-04-26 13:00:00,2025-04-26 15:50:00,170,0.0,No info,3943
Air India,2019-03-12,Mumbai,Hyderabad,2025-04-26 05:55:00,2025-04-26 19:10:00,795,1.0,No info,8528
Vistara,2019-06-12,Kolkata,Banglore,2025-04-26 07:10:00,2025-04-26 18:50:00,700,1.0,No info,8610
IndiGo,2019-03-03,Delhi,Cochin,2025-04-26 09:10:00,2025-04-26 21:00:00,710,1.0,No info,14871
Multiple carriers,2019-03-06,Delhi,Cochin,2025-04-26 07:30:00,2025-04-26 18:50:00,680,1.0,No info,15135
IndiGo,2019-06-24,Delhi,Cochin,2025-04-26 11:55:00,2025-04-26 22:30:00,635,1.0,No info,6442
Vistara,2019-06-12,Banglore,Delhi,2025-04-26 07:00:00,2025-04-26 09:40:00,160,0.0,No info,4668
Multiple carriers,2019-05-09,Delhi,Cochin,2025-04-26 08:45:00,2025-04-26 19:15:00,630,1.0,No info,8266
Jet Airways,2019-03-21,Delhi,Cochin,2025-04-26 22:00:00,2025-03-22 18:50:00,1250,1.0,No info,12242
Multiple carriers,2019-06-12,Delhi,Cochin,2025-04-26 07:30:00,2025-04-26 19:00:00,690,1.0,No info,10877
Multiple carriers,2019-06-01,Delhi,Cochin,2025-04-26 14:55:00,2025-04-26 22:30:00,455,1.0,No info,7038
Jet Airways,2019-04-06,Banglore,Delhi,2025-04-26 19:50:00,2025-04-26 22:50:00,180,0.0,No info,7229
Jet Airways,2019-06-09,Kolkata,Banglore,2025-04-26 09:35:00,2025-04-26 22:05:00,750,1.0,No info,14676
Jet Airways,2019-06-09,Banglore,Delhi,2025-04-26 17:45:00,2025-04-26 20:45:00,180,0.0,No info,8016
Air Asia,2019-06-06,Delhi,Cochin,2025-04-26 07:55:00,2025-04-26 22:25:00,870,1.0,No info,8759
Air India,2019-06-09,Kolkata,Banglore,2025-04-26 14:15:00,2025-04-26 16:45:00,150,0.0,No info,6245
Jet Airways,2019-06-09,Delhi,Cochin,2025-04-26 22:50:00,2025-06-10 12:35:00,825,1.0,In-flight meal not included,10262
Multiple carriers,2019-03-06,Delhi,Cochin,2025-04-26 13:00:00,2025-04-26 21:00:00,480,1.0,In-flight meal not included,15136
Jet Airways,2019-05-24,Kolkata,Banglore,2025-04-26 14:05:00,2025-05-25 09:20:00,1155,1.0,No info,14178
Jet Airways,2019-05-09,Delhi,Cochin,2025-04-26 13:25:00,2025-05-10 12:35:00,1390,2.0,No info,16704
IndiGo,2019-04-15,Kolkata,Banglore,2025-04-26 20:20:00,2025-04-26 22:55:00,155,0.0,No info,4174
IndiGo,2019-04-15,Kolkata,Banglore,2025-04-26 06:20:00,2025-04-26 10:30:00,250,1.0,No info,4226
Air India,2019-05-21,Kolkata,Banglore,2025-04-26 08:20:00,2025-05-22 11:10:00,1610,2.0,No info,11222
Jet Airways,2019-03-18,Banglore,New Delhi,2025-04-26 14:05:00,2025-04-26 21:20:00,435,1.0,No info,16946
SpiceJet,2019-06-18,Kolkata,Banglore,2025-04-26 06:55:00,2025-04-26 09:30:00,155,0.0,No info,3873
Air India,2019-03-15,Banglore,New Delhi,2025-04-26 05:50:00,2025-04-26 22:10:00,980,2.0,No info,10111
SpiceJet,2019-06-15,Mumbai,Hyderabad,2025-04-26 13:15:00,2025-04-26 14:45:00,90,0.0,No info,2017
IndiGo,2019-03-06,Mumbai,Hyderabad,2025-04-26 02:30:00,2025-04-26 04:00:00,90,0.0,No info,3175
Vistara,2019-05-21,Kolkata,Banglore,2025-04-26 17:00:00,2025-05-22 18:50:00,1550,1.0,No info,9345
GoAir,2019-04-06,Delhi,Cochin,2025-04-26 10:35:00,2025-04-26 19:35:00,540,1.0,No info,5135
SpiceJet,2019-06-21,Banglore,Delhi,2025-04-26 21:10:00,2025-06-22 00:05:00,175,0.0,No check-in baggage included,3919
IndiGo,2019-06-21,Delhi,Cochin,2025-04-26 14:25:00,2025-04-26 17:40:00,195,0.0,No info,5000
Air Asia,2019-06-24,Kolkata,Banglore,2025-04-26 22:50:00,2025-06-25 01:20:00,150,0.0,No info,3807
IndiGo,2019-06-09,Delhi,Cochin,2025-04-26 16:10:00,2025-04-26 22:30:00,380,1.0,No info,6412
Jet Airways,2019-06-06,Kolkata,Banglore,2025-04-26 20:25:00,2025-06-07 19:10:00,1365,1.0,No info,14151
Jet Airways,2019-05-09,Kolkata,Banglore,2025-04-26 09:35:00,2025-05-10 14:25:00,1730,1.0,In-flight meal not included,9314
Jet Airways,2019-06-06,Delhi,Cochin,2025-04-26 18:15:00,2025-06-07 19:00:00,1485,1.0,In-flight meal not included,10262
Air India,2019-05-15,Kolkata,Banglore,2025-04-26 10:00:00,2025-05-16 13:45:00,1665,2.0,No info,16057
Jet Airways,2019-06-06,Delhi,Cochin,2025-04-26 09:40:00,2025-06-07 04:25:00,1125,2.0,No info,13014
Jet Airways,2019-06-21,Mumbai,Hyderabad,2025-04-26 10:20:00,2025-04-26 11:50:00,90,0.0,No info,8040
IndiGo,2019-05-24,Mumbai,Hyderabad,2025-04-26 12:00:00,2025-04-26 13:30:00,90,0.0,No info,4392
Jet Airways,2019-04-09,Banglore,Delhi,2025-04-26 19:50:00,2025-04-26 22:50:00,180,0.0,No info,7229
GoAir,2019-03-09,Banglore,New Delhi,2025-04-26 07:45:00,2025-04-26 10:40:00,175,0.0,No info,7631
Jet Airways,2019-03-06,Delhi,Cochin,2025-04-26 05:25:00,2025-03-07 19:45:00,2300,2.0,No info,16914
IndiGo,2019-05-06,Banglore,Delhi,2025-04-26 08:30:00,2025-04-26 11:20:00,170,0.0,No info,4823
SpiceJet,2019-03-15,Kolkata,Banglore,2025-04-26 06:55:00,2025-04-26 09:35:00,160,0.0,No check-in baggage included,3815
Jet Airways,2019-05-21,Kolkata,Banglore,2025-04-26 16:30:00,2025-05-22 04:40:00,730,1.0,In-flight meal not included,9663
IndiGo,2019-05-18,Delhi,Cochin,2025-04-26 16:10:00,2025-04-26 22:30:00,380,1.0,No info,7640
Multiple carriers,2019-03-21,Delhi,Cochin,2025-04-26 18:15:00,2025-03-22 01:35:00,440,1.0,No info,13542
IndiGo,2019-05-06,Kolkata,Banglore,2025-04-26 09:20:00,2025-04-26 14:15:00,295,1.0,No info,11319
SpiceJet,2019-05-15,Delhi,Cochin,2025-04-26 06:05:00,2025-04-26 11:20:00,315,1.0,No info,5583
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 11:30:00,2025-05-22 04:25:00,1015,1.0,In-flight meal not included,12898
Vistara,2019-06-21,Chennai,Kolkata,2025-04-26 17:45:00,2025-04-26 20:05:00,140,0.0,No info,11982
Vistara,2019-05-24,Kolkata,Banglore,2025-04-26 07:10:00,2025-05-25 09:05:00,1555,1.0,No info,9502
Air India,2019-03-06,Delhi,Cochin,2025-04-26 20:30:00,2025-03-07 08:15:00,705,1.0,No info,10566
IndiGo,2019-03-24,Banglore,New Delhi,2025-04-26 22:20:00,2025-03-25 01:10:00,170,0.0,No info,7303
Vistara,2019-04-27,Banglore,Delhi,2025-04-26 19:30:00,2025-04-26 22:15:00,165,0.0,No info,5613
Air India,2019-05-18,Kolkata,Banglore,2025-04-26 16:45:00,2025-05-19 12:30:00,1185,2.0,No info,15170
Vistara,2019-03-27,Delhi,Cochin,2025-04-26 06:00:00,2025-04-26 09:10:00,190,0.0,No info,4851
Jet Airways,2019-05-15,Kolkata,Banglore,2025-04-26 06:30:00,2025-04-26 18:15:00,705,1.0,In-flight meal not included,10844
Air India,2019-03-24,Kolkata,Banglore,2025-04-26 07:00:00,2025-03-25 10:00:00,1620,2.0,No info,11491
SpiceJet,2019-03-24,Banglore,New Delhi,2025-04-26 05:45:00,2025-04-26 08:35:00,170,0.0,No info,3579
Air India,2019-04-12,Banglore,Delhi,2025-04-26 21:05:00,2025-04-26 23:55:00,170,0.0,No info,5911
SpiceJet,2019-03-15,Kolkata,Banglore,2025-04-26 17:15:00,2025-04-26 19:45:00,150,0.0,No check-in baggage included,3815
Jet Airways,2019-06-27,Banglore,Delhi,2025-04-26 08:20:00,2025-04-26 11:20:00,180,0.0,No info,8016
Jet Airways,2019-03-06,Banglore,New Delhi,2025-04-26 11:40:00,2025-03-07 07:40:00,1200,1.0,No info,16736
SpiceJet,2019-03-24,Kolkata,Banglore,2025-04-26 22:20:00,2025-03-25 00:40:00,140,0.0,No info,5831
IndiGo,2019-05-15,Kolkata,Banglore,2025-04-26 04:40:00,2025-04-26 07:15:00,155,0.0,No info,4804
Air India,2019-06-18,Mumbai,Hyderabad,2025-04-26 06:20:00,2025-04-26 07:40:00,80,0.0,No info,3100
SpiceJet,2019-03-09,Banglore,New Delhi,2025-04-26 05:45:00,2025-04-26 08:35:00,170,0.0,No info,7110
SpiceJet,2019-04-01,Kolkata,Banglore,2025-04-26 22:20:00,2025-04-02 00:40:00,140,0.0,No info,3873
Multiple carriers,2019-06-09,Delhi,Cochin,2025-04-26 10:20:00,2025-04-26 19:00:00,520,1.0,No info,11789
IndiGo,2019-04-27,Delhi,Cochin,2025-04-26 06:50:00,2025-04-26 16:10:00,560,1.0,No info,6442
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 22:50:00,2025-05-22 19:00:00,1210,1.0,In-flight meal not included,12898
SpiceJet,2019-03-21,Kolkata,Banglore,2025-04-26 09:00:00,2025-04-26 11:30:00,150,0.0,No check-in baggage included,3815
Air India,2019-06-09,Kolkata,Banglore,2025-04-26 05:50:00,2025-06-10 12:30:00,1840,2.0,No info,12723
Air Asia,2019-04-01,Kolkata,Banglore,2025-04-26 06:50:00,2025-04-26 10:30:00,220,1.0,No info,5162
Jet Airways,2019-05-15,Kolkata,Banglore,2025-04-26 20:25:00,2025-05-16 09:45:00,800,1.0,No info,13067
IndiGo,2019-04-09,Banglore,Delhi,2025-04-26 05:30:00,2025-04-26 08:20:00,170,0.0,No info,3943
Jet Airways,2019-04-06,Delhi,Cochin,2025-04-26 02:15:00,2025-04-26 12:35:00,620,1.0,In-flight meal not included,5177
Jet Airways,2019-06-09,Kolkata,Banglore,2025-04-26 20:00:00,2025-06-10 09:20:00,800,1.0,In-flight meal not included,11841
IndiGo,2019-05-15,Banglore,Delhi,2025-04-26 08:30:00,2025-04-26 11:20:00,170,0.0,No info,4823
Multiple carriers,2019-06-03,Delhi,Cochin,2025-04-26 13:00:00,2025-04-26 21:00:00,480,1.0,No info,7408
Air India,2019-03-01,Banglore,New Delhi,2025-04-26 10:30:00,2025-03-02 11:20:00,1490,1.0,No info,11528
Jet Airways,2019-03-24,Kolkata,Banglore,2025-04-26 06:30:00,2025-03-25 04:45:00,1335,1.0,No info,13759
Jet Airways,2019-06-24,Delhi,Cochin,2025-04-26 20:55:00,2025-06-25 04:25:00,450,1.0,In-flight meal not included,10262
Air India,2019-05-18,Kolkata,Banglore,2025-04-26 08:20:00,2025-05-19 07:55:00,1415,2.0,No info,10697
Air India,2019-05-15,Delhi,Cochin,2025-04-26 05:55:00,2025-05-16 07:40:00,1545,2.0,No info,11543
Multiple carriers,2019-03-21,Delhi,Cochin,2025-04-26 10:00:00,2025-04-26 21:00:00,660,1.0,In-flight meal not included,8085
SpiceJet,2019-06-24,Kolkata,Banglore,2025-04-26 06:55:00,2025-04-26 09:30:00,155,0.0,No info,3873
IndiGo,2019-04-09,Delhi,Cochin,2025-04-26 11:25:00,2025-04-10 01:30:00,845,1.0,No info,6270
Jet Airways,2019-06-03,Delhi,Cochin,2025-04-26 09:00:00,2025-04-26 19:00:00,600,1.0,No info,14714
Jet Airways,2019-06-06,Delhi,Cochin,2025-04-26 21:50:00,2025-06-07 19:00:00,1270,1.0,No info,14714
Vistara,2019-06-01,Banglore,Delhi,2025-04-26 17:00:00,2025-04-26 19:35:00,155,0.0,No info,4878
SpiceJet,2019-03-24,Banglore,New Delhi,2025-04-26 09:35:00,2025-04-26 12:30:00,175,0.0,No info,6309
IndiGo,2019-04-09,Banglore,Delhi,2025-04-26 22:10:00,2025-04-10 01:00:00,170,0.0,No info,3943
Air India,2019-06-15,Mumbai,Hyderabad,2025-04-26 19:30:00,2025-04-26 20:45:00,75,0.0,No info,3100
Multiple carriers,2019-03-06,Delhi,Cochin,2025-04-26 10:20:00,2025-03-07 01:35:00,915,1.0,No info,15147
IndiGo,2019-03-12,Mumbai,Hyderabad,2025-04-26 06:20:00,2025-04-26 07:45:00,85,0.0,No info,4049
Jet Airways,2019-06-24,Delhi,Cochin,2025-04-26 19:30:00,2025-06-25 12:35:00,1025,2.0,In-flight meal not included,10368
Multiple carriers,2019-03-06,Delhi,Cochin,2025-04-26 10:20:00,2025-04-26 18:50:00,510,1.0,No info,15411
IndiGo,2019-06-27,Delhi,Cochin,2025-04-26 14:20:00,2025-04-26 22:30:00,490,1.0,No info,6412
IndiGo,2019-05-01,Kolkata,Banglore,2025-04-26 08:10:00,2025-04-26 13:00:00,290,1.0,No info,5069
Jet Airways,2019-05-06,Kolkata,Banglore,2025-04-26 17:00:00,2025-04-26 23:35:00,395,1.0,No info,12121
Air India,2019-03-01,Banglore,New Delhi,2025-04-26 17:00:00,2025-03-02 22:55:00,1795,2.0,No info,14887
IndiGo,2019-06-01,Banglore,Delhi,2025-04-26 07:10:00,2025-04-26 10:05:00,175,0.0,No info,4823
Jet Airways,2019-05-27,Delhi,Cochin,2025-04-26 05:30:00,2025-05-28 04:25:00,1375,2.0,No info,15129
Multiple carriers,2019-05-24,Delhi,Cochin,2025-04-26 13:00:00,2025-04-26 21:00:00,480,1.0,No info,14067
IndiGo,2019-03-27,Delhi,Cochin,2025-04-26 07:30:00,2025-04-26 13:20:00,350,1.0,No info,8227
Jet Airways,2019-05-21,Kolkata,Banglore,2025-04-26 14:05:00,2025-04-26 23:35:00,570,1.0,In-flight meal not included,10844
Jet Airways,2019-05-09,Delhi,Cochin,2025-04-26 11:40:00,2025-04-26 19:00:00,440,2.0,In-flight meal not included,19644
SpiceJet,2019-05-21,Banglore,Delhi,2025-04-26 21:10:00,2025-05-22 00:05:00,175,0.0,No check-in baggage included,3573
Air India,2019-05-09,Kolkata,Banglore,2025-04-26 05:50:00,2025-04-26 20:25:00,875,2.0,No info,10991
GoAir,2019-05-24,Banglore,Delhi,2025-04-26 11:40:00,2025-04-26 14:30:00,170,0.0,No info,3398
SpiceJet,2019-05-18,Chennai,Kolkata,2025-04-26 09:45:00,2025-04-26 12:00:00,135,0.0,No check-in baggage included,3543
Air Asia,2019-04-03,Kolkata,Banglore,2025-04-26 10:20:00,2025-04-26 12:55:00,155,0.0,No info,4107
Jet Airways,2019-04-06,Delhi,Cochin,2025-04-26 08:00:00,2025-04-26 19:00:00,660,1.0,In-flight meal not included,5406
Multiple carriers,2019-05-18,Delhi,Cochin,2025-04-26 13:00:00,2025-05-19 01:30:00,750,1.0,No info,9385
Jet Airways,2019-03-27,Delhi,Cochin,2025-04-26 09:00:00,2025-04-26 18:50:00,590,1.0,No info,12032
Air India,2019-05-09,Kolkata,Banglore,2025-04-26 09:25:00,2025-04-26 18:30:00,545,1.0,No info,8891
Multiple carriers,2019-03-06,Delhi,Cochin,2025-04-26 08:00:00,2025-04-26 21:00:00,780,1.0,No info,15078
Jet Airways,2019-06-15,Delhi,Cochin,2025-04-26 18:20:00,2025-06-16 12:35:00,1095,2.0,No info,14300
Jet Airways,2019-03-24,Kolkata,Banglore,2025-04-26 13:55:00,2025-04-26 19:40:00,345,1.0,No info,14231
Air India,2019-06-12,Delhi,Cochin,2025-04-26 09:45:00,2025-06-13 08:15:00,1350,1.0,No info,8991
Jet Airways,2019-05-18,Kolkata,Banglore,2025-04-26 20:00:00,2025-05-19 08:15:00,735,1.0,No info,13941
Jet Airways,2019-05-21,Kolkata,Banglore,2025-04-26 08:25:00,2025-05-22 09:20:00,1495,1.0,No info,14388
Multiple carriers,2019-06-27,Delhi,Cochin,2025-04-26 07:10:00,2025-04-26 22:30:00,920,1.0,In-flight meal not included,6093
SpiceJet,2019-05-09,Banglore,Delhi,2025-04-26 09:30:00,2025-04-26 12:20:00,170,0.0,No check-in baggage included,4885
Air Asia,2019-05-27,Banglore,Delhi,2025-04-26 04:55:00,2025-04-26 07:45:00,170,0.0,No info,3383
Jet Airways,2019-05-01,Kolkata,Banglore,2025-04-26 17:00:00,2025-05-02 14:25:00,1285,1.0,No info,11467
IndiGo,2019-06-09,Chennai,Kolkata,2025-04-26 22:05:00,2025-06-10 00:25:00,140,0.0,No info,5277
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 22:50:00,2025-05-22 04:25:00,335,1.0,In-flight meal not included,12898
Jet Airways,2019-06-24,Delhi,Cochin,2025-04-26 08:00:00,2025-04-26 19:00:00,660,1.0,1 Long layover,18581
Air India,2019-05-18,Delhi,Cochin,2025-04-26 14:10:00,2025-04-26 17:10:00,180,0.0,No info,6934
IndiGo,2019-05-24,Banglore,Delhi,2025-04-26 04:00:00,2025-04-26 06:50:00,170,0.0,No info,3943
Jet Airways,2019-04-27,Banglore,Delhi,2025-04-26 19:50:00,2025-04-26 22:50:00,180,0.0,No info,7229
IndiGo,2019-03-03,Delhi,Cochin,2025-04-26 05:35:00,2025-04-26 10:10:00,275,1.0,No info,13753
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 19:45:00,2025-05-22 04:25:00,520,1.0,No info,16079
Jet Airways,2019-06-15,Delhi,Cochin,2025-04-26 13:00:00,2025-04-26 19:00:00,360,1.0,No info,14714
Jet Airways,2019-06-06,Kolkata,Banglore,2025-04-26 18:55:00,2025-06-07 04:40:00,585,1.0,No info,13374
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 23:05:00,2025-05-23 04:25:00,1760,2.0,No info,15129
Air India,2019-03-01,Banglore,New Delhi,2025-04-26 11:05:00,2025-04-26 19:50:00,525,1.0,1 Long layover,14594
Air India,2019-05-27,Delhi,Cochin,2025-04-26 18:00:00,2025-05-28 19:15:00,1515,1.0,No info,8372
Air Asia,2019-05-27,Delhi,Cochin,2025-04-26 07:55:00,2025-04-26 15:45:00,470,1.0,No info,6451
Air Asia,2019-05-12,Kolkata,Banglore,2025-04-26 22:50:00,2025-05-13 01:20:00,150,0.0,No info,4409
Jet Airways,2019-06-21,Banglore,Delhi,2025-04-26 07:10:00,2025-04-26 10:10:00,180,0.0,In-flight meal not included,5769
Jet Airways,2019-06-27,Delhi,Cochin,2025-04-26 07:05:00,2025-04-26 12:35:00,330,1.0,No info,14714
Air India,2019-06-15,Delhi,Cochin,2025-04-26 09:45:00,2025-06-16 09:25:00,1420,2.0,No info,10975
Air India,2019-03-21,Banglore,New Delhi,2025-04-26 08:15:00,2025-03-19 11:20:00,1625,2.0,No info,7642
Jet Airways,2019-05-24,Kolkata,Banglore,2025-04-26 06:30:00,2025-04-26 19:50:00,800,1.0,No info,14571
Air India,2019-05-18,Kolkata,Banglore,2025-04-26 12:00:00,2025-05-19 11:10:00,1390,2.0,No info,10676
Jet Airways,2019-03-27,Mumbai,Hyderabad,2025-04-26 10:20:00,2025-04-26 11:50:00,90,0.0,No info,8040
SpiceJet,2019-05-24,Chennai,Kolkata,2025-04-26 17:45:00,2025-04-26 20:05:00,140,0.0,No info,3597
IndiGo,2019-03-24,Kolkata,Banglore,2025-04-26 20:25:00,2025-04-26 23:05:00,160,0.0,No info,8872
Air India,2019-06-06,Delhi,Cochin,2025-04-26 13:00:00,2025-04-26 19:15:00,375,1.0,No info,8372
Multiple carriers,2019-05-15,Delhi,Cochin,2025-04-26 06:00:00,2025-04-26 21:00:00,900,1.0,No info,7670
